raceId,year,round,circuitId,name,url,date & time
1009,2018,21,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix,2018-11-25 13:10:00
1010,2019,1,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2019_Australian_Grand_Prix,2019-03-17 05:10:00
1011,2019,2,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2019_Bahrain_Grand_Prix,2019-03-31 15:10:00
1012,2019,3,17,Chinese Grand Prix,http://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix,2019-04-14 06:10:00
1013,2019,4,73,Azerbaijan Grand Prix,http://en.wikipedia.org/wiki/2019_Azerbaijan_Grand_Prix,2019-04-28 12:10:00
1014,2019,5,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2019_Spanish_Grand_Prix,2019-05-12 13:10:00
1015,2019,6,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2019_Monaco_Grand_Prix,2019-05-26 13:10:00
1016,2019,7,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix,2019-06-09 18:10:00
1017,2019,8,34,French Grand Prix,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,2019-06-23 13:10:00
1018,2019,9,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,2019-06-30 13:10:00
1019,2019,10,9,British Grand Prix,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,2019-07-14 13:10:00
1020,2019,11,10,German Grand Prix,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,2019-07-28 13:10:00
1021,2019,12,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,2019-08-04 13:10:00
1022,2019,13,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,2019-09-01 13:10:00
1023,2019,14,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,2019-09-08 13:10:00
1024,2019,15,15,Singapore Grand Prix,http://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix,2019-09-22 12:10:00
1025,2019,16,71,Russian Grand Prix,http://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,2019-09-29 11:10:00
1026,2019,17,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix,2019-10-13 05:10:00
1027,2019,18,32,Mexican Grand Prix,http://en.wikipedia.org/wiki/2019_Mexican_Grand_Prix,2019-10-27 19:10:00
1028,2019,19,69,United States Grand Prix,http://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,2019-11-03 19:10:00
1029,2019,20,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix,2019-11-17 17:10:00
1030,2019,21,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2019_Abu_Dhabi_Grand_Prix,2019-12-01 13:10:00
1031,2020,1,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2020_Austrian_Grand_Prix,2020-07-05 13:10:00
1032,2020,2,70,Styrian Grand Prix,http://en.wikipedia.org/wiki/2020_Styrian_Grand_Prix,2020-07-12 13:10:00
1033,2020,3,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2020_Hungarian_Grand_Prix,2020-07-19 13:10:00
1034,2020,4,9,British Grand Prix,http://en.wikipedia.org/wiki/2020_British_Grand_Prix,2020-08-02 13:10:00
1035,2020,5,9,70th Anniversary Grand Prix,http://en.wikipedia.org/wiki/70th_Anniversary_Grand_Prix,2020-08-09 13:10:00
1036,2020,6,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2020_Spanish_Grand_Prix,2020-08-16 13:10:00
1037,2020,7,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2020_Belgian_Grand_Prix,2020-08-30 13:10:00
1038,2020,8,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2020_Italian_Grand_Prix,2020-09-06 13:10:00
1039,2020,9,76,Tuscan Grand Prix,http://en.wikipedia.org/wiki/2020_Tuscan_Grand_Prix,2020-09-13 13:10:00
1040,2020,10,71,Russian Grand Prix,http://en.wikipedia.org/wiki/2020_Russian_Grand_Prix,2020-09-27 11:10:00
1041,2020,11,20,Eifel Grand Prix,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,2020-10-11 13:10:00
1042,2020,12,75,Portuguese Grand Prix,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,2020-10-25 12:10:00
1043,2020,13,21,Emilia Romagna Grand Prix,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,2020-11-01 12:10:00
1044,2020,14,5,Turkish Grand Prix,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,2020-11-15 10:10:00
1045,2020,15,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,2020-11-29 14:10:00
1046,2020,16,3,Sakhir Grand Prix,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,2020-12-06 17:10:00
1047,2020,17,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix,2020-12-13 13:10:00
1053,2021,2,21,Emilia Romagna Grand Prix,http://en.wikipedia.org/wiki/2021_Emilia_Romagna_Grand_Prix,2021-04-18 13:00:00
1074,2022,1,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2022_Bahrain_Grand_Prix,2022-03-20 15:00:00
1052,2021,1,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2021_Bahrain_Grand_Prix,2021-03-28 15:00:00
1051,2021,20,78,Qatar Grand Prix,http://en.wikipedia.org/wiki/2021_Qatar_Grand_Prix,2021-11-21 14:00:00
1054,2021,3,75,Portuguese Grand Prix,http://en.wikipedia.org/wiki/2021_Portuguese_Grand_Prix,2021-05-02 14:00:00
1055,2021,4,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2021_Spanish_Grand_Prix,2021-05-09 13:00:00
1056,2021,5,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2021_Monaco_Grand_Prix,2021-05-23 13:00:00
1057,2021,6,73,Azerbaijan Grand Prix,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,2021-06-06 12:00:00
1058,2021,8,70,Styrian Grand Prix,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,2021-06-27 13:00:00
1059,2021,7,34,French Grand Prix,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,2021-06-20 13:00:00
1060,2021,9,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,2021-07-04 13:00:00
1061,2021,10,9,British Grand Prix,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,2021-07-18 14:00:00
1062,2021,11,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,2021-08-01 13:00:00
1063,2021,12,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,2021-08-29 13:00:00
1064,2021,13,39,Dutch Grand Prix,http://en.wikipedia.org/wiki/2021_Dutch_Grand_Prix,2021-09-05 13:00:00
1065,2021,14,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2021_Italian_Grand_Prix,2021-09-12 13:00:00
1066,2021,15,71,Russian Grand Prix,http://en.wikipedia.org/wiki/2021_Russian_Grand_Prix,2021-09-26 12:00:00
1067,2021,16,5,Turkish Grand Prix,http://en.wikipedia.org/wiki/2021_Turkish_Grand_Prix,2021-10-10 12:00:00
1069,2021,17,69,United States Grand Prix,http://en.wikipedia.org/wiki/2021_United_States_Grand_Prix,2021-10-24 19:00:00
1070,2021,18,32,Mexico City Grand Prix,http://en.wikipedia.org/wiki/2021_Mexican_Grand_Prix,2021-11-07 19:00:00
1071,2021,19,18,São Paulo Grand Prix,http://en.wikipedia.org/wiki/2021_S%C3%A3o_Paulo_Grand_Prix,2021-11-14 17:00:00
1072,2021,21,77,Saudi Arabian Grand Prix,http://en.wikipedia.org/wiki/2021_Saudi_Arabian_Grand_Prix,2021-12-05 17:30:00
1073,2021,22,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2021_Abu_Dhabi_Grand_Prix,2021-12-12 13:00:00
1075,2022,2,77,Saudi Arabian Grand Prix,http://en.wikipedia.org/wiki/2022_Saudi_Arabian_Grand_Prix,2022-03-27 17:00:00
1076,2022,3,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2022_Australian_Grand_Prix,2022-04-10 05:00:00
1077,2022,4,21,Emilia Romagna Grand Prix,http://en.wikipedia.org/wiki/2022_Emilia_Romagna_Grand_Prix,2022-04-24 13:00:00
1078,2022,5,79,Miami Grand Prix,http://en.wikipedia.org/wiki/2022_Miami_Grand_Prix,2022-05-08 19:30:00
1079,2022,6,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2022_Spanish_Grand_Prix,2022-05-22 13:00:00
1080,2022,7,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2022_Monaco_Grand_Prix,2022-05-29 13:00:00
1081,2022,8,73,Azerbaijan Grand Prix,http://en.wikipedia.org/wiki/2022_Azerbaijan_Grand_Prix,2022-06-12 11:00:00
1082,2022,9,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2022_Canadian_Grand_Prix,2022-06-19 18:00:00
1083,2022,10,9,British Grand Prix,http://en.wikipedia.org/wiki/2022_British_Grand_Prix,2022-07-03 14:00:00
1084,2022,11,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2022_Austrian_Grand_Prix,2022-07-10 13:00:00
1085,2022,12,34,French Grand Prix,http://en.wikipedia.org/wiki/2022_French_Grand_Prix,2022-07-24 13:00:00
1086,2022,13,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix,2022-07-31 13:00:00
1087,2022,14,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix,2022-08-28 13:00:00
1088,2022,15,39,Dutch Grand Prix,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix,2022-09-04 13:00:00
1089,2022,16,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix,2022-09-11 13:00:00
1091,2022,17,15,Singapore Grand Prix,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix,2022-10-02 12:00:00
1092,2022,18,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix,2022-10-09 05:00:00
1093,2022,19,69,United States Grand Prix,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix,2022-10-23 19:00:00
1094,2022,20,32,Mexico City Grand Prix,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix,2022-10-30 20:00:00
1095,2022,21,18,São Paulo Grand Prix,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix,2022-11-13 18:00:00
1096,2022,22,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix,2022-11-20 13:00:00
1098,2023,1,3,Bahrain Grand Prix,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix,2023-03-05 15:00:00
1099,2023,2,77,Saudi Arabian Grand Prix,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix,2023-03-19 17:00:00
1100,2023,3,1,Australian Grand Prix,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix,2023-04-02 05:00:00
1101,2023,4,73,Azerbaijan Grand Prix,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix,2023-04-30 11:00:00
1102,2023,5,79,Miami Grand Prix,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix,2023-05-07 19:30:00
1104,2023,6,6,Monaco Grand Prix,https://en.wikipedia.org/wiki/2023_Monaco_Grand_Prix,2023-05-28 13:00:00
1105,2023,7,4,Spanish Grand Prix,https://en.wikipedia.org/wiki/2023_Spanish_Grand_Prix,2023-06-04 13:00:00
1106,2023,8,7,Canadian Grand Prix,https://en.wikipedia.org/wiki/2023_Canadian_Grand_Prix,2023-06-18 18:00:00
1107,2023,9,70,Austrian Grand Prix,https://en.wikipedia.org/wiki/2023_Austrian_Grand_Prix,2023-07-02 13:00:00
1108,2023,10,9,British Grand Prix,https://en.wikipedia.org/wiki/2023_British_Grand_Prix,2023-07-09 14:00:00
1109,2023,11,11,Hungarian Grand Prix,https://en.wikipedia.org/wiki/2023_Hungarian_Grand_Prix,2023-07-23 13:00:00
1110,2023,12,13,Belgian Grand Prix,https://en.wikipedia.org/wiki/2023_Belgian_Grand_Prix,2023-07-30 13:00:00
1111,2023,13,39,Dutch Grand Prix,https://en.wikipedia.org/wiki/2023_Dutch_Grand_Prix,2023-08-27 13:00:00
1112,2023,14,14,Italian Grand Prix,https://en.wikipedia.org/wiki/2023_Italian_Grand_Prix,2023-09-03 13:00:00
1113,2023,15,15,Singapore Grand Prix,https://en.wikipedia.org/wiki/2023_Singapore_Grand_Prix,2023-09-17 12:00:00
1114,2023,16,22,Japanese Grand Prix,https://en.wikipedia.org/wiki/2023_Japanese_Grand_Prix,2023-09-24 05:00:00
1115,2023,17,78,Qatar Grand Prix,https://en.wikipedia.org/wiki/2023_Qatar_Grand_Prix,2023-10-08 17:00:00
1116,2023,18,69,United States Grand Prix,https://en.wikipedia.org/wiki/2023_United_States_Grand_Prix,2023-10-22 19:00:00
1117,2023,19,32,Mexico City Grand Prix,https://en.wikipedia.org/wiki/2023_Mexico_City_Grand_Prix,2023-10-29 20:00:00
1118,2023,20,18,São Paulo Grand Prix,https://en.wikipedia.org/wiki/2023_S%C3%A3o_Paulo_Grand_Prix,2023-11-05 17:00:00
1119,2023,21,80,Las Vegas Grand Prix,https://en.wikipedia.org/wiki/2023_Las_Vegas_Grand_Prix,2023-11-19 06:00:00
1120,2023,22,24,Abu Dhabi Grand Prix,https://en.wikipedia.org/wiki/2023_Abu_Dhabi_Grand_Prix,2023-11-26 13:00:00
1121,2024,1,3,Bahrain Grand Prix,https://en.wikipedia.org/wiki/2024_Bahrain_Grand_Prix,2024-03-02 15:00:00
1122,2024,2,77,Saudi Arabian Grand Prix,https://en.wikipedia.org/wiki/2024_Saudi_Arabian_Grand_Prix,2024-03-09 17:00:00
1123,2024,3,1,Australian Grand Prix,https://en.wikipedia.org/wiki/2024_Australian_Grand_Prix,2024-03-24 04:00:00
1124,2024,4,22,Japanese Grand Prix,https://en.wikipedia.org/wiki/2024_Japanese_Grand_Prix,2024-04-07 05:00:00
1125,2024,5,17,Chinese Grand Prix,https://en.wikipedia.org/wiki/2024_Chinese_Grand_Prix,2024-04-21 07:00:00
1126,2024,6,79,Miami Grand Prix,https://en.wikipedia.org/wiki/2024_Miami_Grand_Prix,2024-05-05 20:00:00
1127,2024,7,21,Emilia Romagna Grand Prix,https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix,2024-05-19 13:00:00
1128,2024,8,6,Monaco Grand Prix,https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix,2024-05-26 13:00:00
1129,2024,9,7,Canadian Grand Prix,https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix,2024-06-09 18:00:00
1130,2024,10,4,Spanish Grand Prix,https://en.wikipedia.org/wiki/2024_Spanish_Grand_Prix,2024-06-23 13:00:00
1131,2024,11,70,Austrian Grand Prix,https://en.wikipedia.org/wiki/2024_Austrian_Grand_Prix,2024-06-30 13:00:00
1132,2024,12,9,British Grand Prix,https://en.wikipedia.org/wiki/2024_British_Grand_Prix,2024-07-07 14:00:00
1133,2024,13,11,Hungarian Grand Prix,https://en.wikipedia.org/wiki/2024_Hungarian_Grand_Prix,2024-07-21 13:00:00
1134,2024,14,13,Belgian Grand Prix,https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix,2024-07-28 13:00:00
1135,2024,15,39,Dutch Grand Prix,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-25 13:00:00
1136,2024,16,14,Italian Grand Prix,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-09-01 13:00:00
1137,2024,17,73,Azerbaijan Grand Prix,https://en.wikipedia.org/wiki/2024_Azerbaijan_Grand_Prix,2024-09-15 11:00:00
1138,2024,18,15,Singapore Grand Prix,https://en.wikipedia.org/wiki/2024_Singapore_Grand_Prix,2024-09-22 12:00:00
1139,2024,19,69,United States Grand Prix,https://en.wikipedia.org/wiki/2024_United_States_Grand_Prix,2024-10-20 19:00:00
1140,2024,20,32,Mexico City Grand Prix,https://en.wikipedia.org/wiki/2024_Mexico_City_Grand_Prix,2024-10-27 20:00:00
1141,2024,21,18,São Paulo Grand Prix,https://en.wikipedia.org/wiki/2024_S%C3%A3o_Paulo_Grand_Prix,2024-11-03 17:00:00
1142,2024,22,80,Las Vegas Grand Prix,https://en.wikipedia.org/wiki/2024_Las_Vegas_Grand_Prix,2024-11-23 06:00:00
1143,2024,23,78,Qatar Grand Prix,https://en.wikipedia.org/wiki/2024_Qatar_Grand_Prix,2024-12-01 17:00:00
1144,2024,24,24,Abu Dhabi Grand Prix,https://en.wikipedia.org/wiki/2024_Abu_Dhabi_Grand_Prix,2024-12-08 13:00:00
