Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Round Number,Year,Time_diff
0 days 02:13:31.288000,29.5,66.0,1009.0,False,40.3,167,3.2,5,2022,0 days 00:01:00.003000
0 days 02:14:31.286000,29.5,66.0,1008.9,False,40.6,158,3.0,5,2022,0 days 00:00:59.998000
0 days 02:15:31.288000,29.4,66.0,1008.9,False,40.3,169,2.7,5,2022,0 days 00:01:00.002000
0 days 02:16:31.290000,29.5,65.0,1008.7,False,40.1,166,3.4,5,2022,0 days 00:01:00.002000
0 days 02:17:31.290000,29.5,66.0,1008.7,False,39.8,151,3.0,5,2022,0 days 00:01:00
0 days 02:18:31.287000,29.5,66.0,1008.7,False,39.6,128,2.9,5,2022,0 days 00:00:59.997000
0 days 02:19:31.288000,29.5,67.0,1008.9,False,40.4,150,2.2,5,2022,0 days 00:01:00.001000
0 days 02:20:31.288000,29.5,67.0,1008.7,False,40.5,107,2.4,5,2022,0 days 00:01:00
0 days 02:21:31.301000,29.6,67.0,1008.7,False,40.7,174,2.0,5,2022,0 days 00:01:00.013000
0 days 02:22:31.293000,29.5,66.0,1008.9,False,40.7,150,2.0,5,2022,0 days 00:00:59.992000
0 days 02:23:31.288000,29.6,66.0,1008.7,False,39.8,116,2.4,5,2022,0 days 00:00:59.995000
0 days 02:24:31.289000,29.6,66.0,1008.7,False,39.6,150,2.2,5,2022,0 days 00:01:00.001000
0 days 02:25:31.288000,29.7,66.0,1008.7,False,39.5,131,1.8,5,2022,0 days 00:00:59.999000
0 days 02:26:31.300000,29.7,66.0,1008.7,False,39.5,158,2.0,5,2022,0 days 00:01:00.012000
0 days 02:27:31.287000,29.6,67.0,1008.7,False,38.6,166,1.7,5,2022,0 days 00:00:59.987000
0 days 02:28:31.291000,29.6,67.0,1008.7,False,38.7,153,1.8,5,2022,0 days 00:01:00.004000
0 days 02:29:31.287000,29.7,67.0,1008.7,False,39.2,151,2.7,5,2022,0 days 00:00:59.996000
0 days 02:30:31.288000,29.7,65.0,1008.7,False,39.4,154,2.4,5,2022,0 days 00:01:00.001000
0 days 02:31:31.313000,29.5,66.0,1008.7,False,38.5,100,2.7,5,2022,0 days 00:01:00.025000
0 days 02:32:31.288000,29.5,66.0,1008.9,False,38.5,86,2.7,5,2022,0 days 00:00:59.975000
0 days 02:33:31.287000,29.4,67.0,1008.7,False,38.5,91,1.1,5,2022,0 days 00:00:59.999000
0 days 02:34:31.292000,29.6,67.0,1008.7,False,39.2,122,1.7,5,2022,0 days 00:01:00.005000
0 days 02:35:31.305000,29.6,66.0,1008.9,False,39.2,125,2.7,5,2022,0 days 00:01:00.013000
0 days 02:36:31.323000,29.7,67.0,1008.9,False,39.7,136,2.5,5,2022,0 days 00:01:00.018000
0 days 02:37:31.353000,29.7,67.0,1008.9,False,40.0,69,1.7,5,2022,0 days 00:01:00.030000
0 days 02:38:31.368000,29.7,67.0,1008.9,False,40.6,119,2.5,5,2022,0 days 00:01:00.015000
0 days 02:39:31.380000,29.8,67.0,1008.7,False,41.3,146,2.4,5,2022,0 days 00:01:00.012000
0 days 02:40:31.396000,29.9,66.0,1008.7,False,41.0,142,1.7,5,2022,0 days 00:01:00.016000
0 days 02:41:31.381000,30.0,66.0,1008.7,False,40.8,124,2.5,5,2022,0 days 00:00:59.985000
0 days 00:00:13.023000,36.3,8.0,996.9,False,48.3,196,3.2,6,2022,-1 days +21:18:41.642000
0 days 00:01:13.014000,36.2,8.0,996.9,False,48.4,190,3.5,6,2022,0 days 00:00:59.991000
0 days 00:02:13.011000,36.1,8.0,996.7,False,48.6,170,3.5,6,2022,0 days 00:00:59.997000
0 days 00:03:13.038000,36.1,7.0,996.7,False,48.8,155,4.0,6,2022,0 days 00:01:00.027000
0 days 00:04:13.041000,36.1,7.0,996.7,False,48.8,183,5.5,6,2022,0 days 00:01:00.003000
0 days 00:05:13.040000,36.1,7.0,996.7,False,48.4,182,5.5,6,2022,0 days 00:00:59.999000
0 days 00:06:13.053000,36.0,7.0,996.7,False,48.3,164,5.0,6,2022,0 days 00:01:00.013000
0 days 00:07:13.053000,36.1,8.0,996.9,False,48.3,170,4.4,6,2022,0 days 00:01:00
0 days 00:08:13.054000,36.1,7.0,996.7,False,48.3,191,3.5,6,2022,0 days 00:01:00.001000
0 days 00:09:13.070000,36.1,8.0,996.7,False,48.4,195,4.6,6,2022,0 days 00:01:00.016000
0 days 00:10:13.084000,36.3,8.0,996.9,False,48.4,189,4.8,6,2022,0 days 00:01:00.014000
0 days 00:11:13.105000,36.2,8.0,996.7,False,48.4,192,4.8,6,2022,0 days 00:01:00.021000
0 days 00:12:13.126000,36.0,8.0,996.7,False,48.3,190,4.8,6,2022,0 days 00:01:00.021000
0 days 00:13:13.121000,35.9,8.0,996.7,False,48.4,182,4.5,6,2022,0 days 00:00:59.995000
0 days 00:14:13.130000,36.0,8.0,996.7,False,48.5,178,3.9,6,2022,0 days 00:01:00.009000
0 days 00:15:13.137000,36.0,8.0,996.7,False,48.5,187,4.0,6,2022,0 days 00:01:00.007000
0 days 00:16:13.128000,36.0,9.0,996.7,False,48.5,200,1.5,6,2022,0 days 00:00:59.991000
0 days 00:17:13.138000,36.1,9.0,996.7,False,48.8,207,3.2,6,2022,0 days 00:01:00.010000
0 days 00:18:13.128000,36.2,8.0,996.5,False,48.8,190,4.0,6,2022,0 days 00:00:59.990000
0 days 00:19:13.128000,36.3,8.0,996.7,False,48.8,186,4.8,6,2022,0 days 00:01:00
0 days 00:20:13.138000,36.3,8.0,996.7,False,48.7,191,4.0,6,2022,0 days 00:01:00.010000
0 days 00:21:13.121000,36.2,8.0,996.7,False,48.7,192,4.0,6,2022,0 days 00:00:59.983000
0 days 00:22:13.134000,36.2,8.0,996.5,False,48.7,178,3.2,6,2022,0 days 00:01:00.013000
0 days 00:23:13.141000,36.4,7.0,996.7,False,48.8,194,5.0,6,2022,0 days 00:01:00.007000
0 days 00:24:13.138000,36.4,7.0,996.7,False,48.7,189,4.0,6,2022,0 days 00:00:59.997000
0 days 00:25:13.131000,36.3,7.0,996.7,False,48.8,195,4.6,6,2022,0 days 00:00:59.993000
0 days 00:26:13.496000,36.2,8.0,996.7,False,48.8,195,3.0,6,2022,0 days 00:01:00.365000
0 days 00:27:13.131000,36.3,8.0,996.5,False,48.7,195,4.0,6,2022,0 days 00:00:59.635000
0 days 00:28:13.130000,36.3,8.0,996.5,False,48.7,187,4.0,6,2022,0 days 00:00:59.999000
0 days 00:29:13.131000,36.3,8.0,996.5,False,48.7,209,3.0,6,2022,0 days 00:01:00.001000
0 days 00:30:13.130000,36.2,7.0,996.5,False,48.9,190,3.7,6,2022,0 days 00:00:59.999000
0 days 00:31:13.135000,36.4,8.0,996.5,False,48.9,180,2.7,6,2022,0 days 00:01:00.005000
0 days 00:32:13.149000,36.3,7.0,996.5,False,48.9,171,4.9,6,2022,0 days 00:01:00.014000
0 days 00:33:13.136000,36.2,7.0,996.5,False,48.8,168,3.0,6,2022,0 days 00:00:59.987000
0 days 00:34:13.131000,36.3,7.0,996.5,False,48.7,161,5.0,6,2022,0 days 00:00:59.995000
0 days 00:35:13.134000,36.2,7.0,996.5,False,48.6,186,5.0,6,2022,0 days 00:01:00.003000
0 days 00:36:13.129000,36.1,7.0,996.5,False,48.6,180,4.8,6,2022,0 days 00:00:59.995000
0 days 00:37:13.131000,36.1,7.0,996.5,False,48.7,198,4.6,6,2022,0 days 00:01:00.002000
0 days 00:38:13.137000,36.0,7.0,996.5,False,48.8,194,3.0,6,2022,0 days 00:01:00.006000
0 days 00:39:13.131000,36.1,7.0,996.5,False,49.0,180,2.7,6,2022,0 days 00:00:59.994000
0 days 00:40:13.142000,36.1,7.0,996.4,False,49.1,183,4.3,6,2022,0 days 00:01:00.011000
0 days 00:41:13.130000,36.2,7.0,996.5,False,49.2,182,5.0,6,2022,0 days 00:00:59.988000
0 days 00:42:13.136000,36.2,7.0,996.5,False,49.1,167,5.0,6,2022,0 days 00:01:00.006000
0 days 00:43:13.129000,36.3,7.0,996.5,False,48.9,213,2.5,6,2022,0 days 00:00:59.993000
0 days 00:44:13.128000,36.3,7.0,996.5,False,49.1,181,3.0,6,2022,0 days 00:00:59.999000
0 days 00:45:13.132000,36.3,7.0,996.2,False,49.0,157,4.5,6,2022,0 days 00:01:00.004000
0 days 00:46:13.130000,36.3,7.0,996.4,False,49.1,193,4.5,6,2022,0 days 00:00:59.998000
0 days 00:47:13.129000,36.4,7.0,996.4,False,49.1,197,4.9,6,2022,0 days 00:00:59.999000
0 days 00:48:13.521000,36.4,7.0,996.4,False,49.1,184,4.5,6,2022,0 days 00:01:00.392000
0 days 00:49:13.131000,36.2,7.0,996.4,False,49.1,182,3.9,6,2022,0 days 00:00:59.610000
0 days 00:50:13.133000,36.2,7.0,996.4,False,49.1,185,4.0,6,2022,0 days 00:01:00.002000
0 days 00:51:13.131000,36.1,6.0,996.4,False,49.1,191,4.8,6,2022,0 days 00:00:59.998000
0 days 00:52:13.137000,36.2,7.0,996.5,False,49.1,180,4.4,6,2022,0 days 00:01:00.006000
0 days 00:53:13.134000,36.2,7.0,996.2,False,49.1,174,4.0,6,2022,0 days 00:00:59.997000
0 days 00:54:13.130000,36.2,6.0,996.5,False,49.2,184,3.5,6,2022,0 days 00:00:59.996000
0 days 00:55:13.137000,36.2,7.0,996.2,False,49.1,186,4.6,6,2022,0 days 00:01:00.007000
0 days 00:56:13.128000,36.3,7.0,996.2,False,49.2,196,4.8,6,2022,0 days 00:00:59.991000
0 days 00:57:13.130000,36.3,7.0,996.4,False,49.2,180,4.0,6,2022,0 days 00:01:00.002000
0 days 00:58:13.138000,36.4,7.0,996.2,False,49.3,187,3.0,6,2022,0 days 00:01:00.008000
0 days 00:59:13.129000,36.4,7.0,996.2,False,49.3,175,4.5,6,2022,0 days 00:00:59.991000
0 days 01:00:13.129000,36.4,7.0,996.0,False,49.3,182,3.0,6,2022,0 days 00:01:00
0 days 01:01:13.129000,36.5,7.0,996.2,False,49.3,174,3.4,6,2022,0 days 00:01:00
0 days 01:02:13.136000,36.6,7.0,996.2,False,49.3,163,3.2,6,2022,0 days 00:01:00.007000
0 days 01:03:13.132000,36.6,6.0,996.2,False,49.3,170,4.0,6,2022,0 days 00:00:59.996000
0 days 01:04:13.131000,36.7,7.0,996.2,False,49.4,174,2.7,6,2022,0 days 00:00:59.999000
0 days 01:05:13.140000,36.7,7.0,996.2,False,49.4,178,2.9,6,2022,0 days 00:01:00.009000
0 days 01:06:13.134000,36.9,6.0,996.2,False,49.4,194,3.5,6,2022,0 days 00:00:59.994000
0 days 01:07:13.133000,36.9,6.0,996.0,False,49.4,177,4.4,6,2022,0 days 00:00:59.999000
0 days 01:08:13.134000,37.0,6.0,996.2,False,49.5,187,3.2,6,2022,0 days 00:01:00.001000
0 days 01:09:13.132000,37.0,6.0,996.0,False,49.3,178,3.7,6,2022,0 days 00:00:59.998000
0 days 01:10:13.132000,37.0,6.0,996.0,False,49.3,172,2.9,6,2022,0 days 00:01:00
0 days 01:11:13.131000,36.9,6.0,996.2,False,49.5,113,3.5,6,2022,0 days 00:00:59.999000
0 days 01:12:13.131000,36.8,6.0,996.0,False,49.5,190,2.4,6,2022,0 days 00:01:00
0 days 01:13:13.124000,37.0,6.0,996.2,False,49.5,167,3.2,6,2022,0 days 00:00:59.993000
0 days 01:14:13.132000,37.0,6.0,996.2,False,49.5,180,3.2,6,2022,0 days 00:01:00.008000
0 days 01:15:13.131000,36.9,6.0,996.2,False,49.3,195,3.7,6,2022,0 days 00:00:59.999000
0 days 01:16:13.130000,37.0,6.0,996.0,False,49.6,181,2.5,6,2022,0 days 00:00:59.999000
0 days 01:17:13.134000,37.0,6.0,996.0,False,49.7,185,4.3,6,2022,0 days 00:01:00.004000
0 days 01:18:13.130000,36.9,6.0,996.0,False,49.7,182,4.0,6,2022,0 days 00:00:59.996000
0 days 01:19:13.129000,37.0,6.0,996.2,False,49.7,191,4.4,6,2022,0 days 00:00:59.999000
0 days 01:20:13.132000,37.0,6.0,996.0,False,49.7,196,3.2,6,2022,0 days 00:01:00.003000
0 days 01:21:13.131000,37.0,6.0,996.0,False,49.7,189,3.2,6,2022,0 days 00:00:59.999000
0 days 01:22:13.136000,36.9,6.0,996.0,False,49.7,184,3.9,6,2022,0 days 00:01:00.005000
0 days 01:23:13.137000,36.8,6.0,995.9,False,49.7,179,3.5,6,2022,0 days 00:01:00.001000
0 days 01:24:13.133000,36.8,5.0,995.9,False,49.7,188,4.5,6,2022,0 days 00:00:59.996000
0 days 01:25:13.133000,36.7,6.0,996.0,False,49.7,195,4.5,6,2022,0 days 00:01:00
0 days 01:26:13.143000,36.6,6.0,996.0,False,49.7,193,3.2,6,2022,0 days 00:01:00.010000
0 days 01:27:13.134000,36.7,6.0,996.0,False,49.7,168,2.5,6,2022,0 days 00:00:59.991000
0 days 01:28:13.136000,36.9,6.0,996.0,False,49.7,184,3.2,6,2022,0 days 00:01:00.002000
0 days 01:29:13.135000,37.2,5.0,995.7,False,49.7,172,3.5,6,2022,0 days 00:00:59.999000
0 days 01:30:13.155000,37.1,5.0,996.0,False,49.7,164,3.4,6,2022,0 days 00:01:00.020000
0 days 01:31:13.151000,37.1,6.0,996.0,False,49.7,190,2.5,6,2022,0 days 00:00:59.996000
0 days 01:32:13.152000,37.1,5.0,995.9,False,49.7,193,3.9,6,2022,0 days 00:01:00.001000
0 days 01:33:13.168000,37.0,6.0,996.0,False,49.0,189,3.5,6,2022,0 days 00:01:00.016000
0 days 01:34:13.183000,37.1,6.0,995.9,False,49.0,159,2.5,6,2022,0 days 00:01:00.015000
0 days 01:35:13.201000,37.0,6.0,995.7,False,49.0,190,2.5,6,2022,0 days 00:01:00.018000
0 days 01:36:13.213000,37.1,6.0,995.9,False,49.5,126,2.0,6,2022,0 days 00:01:00.012000
0 days 01:37:13.227000,37.1,6.0,995.9,False,49.4,171,4.3,6,2022,0 days 00:01:00.014000
0 days 01:38:13.227000,37.0,6.0,995.7,False,49.4,176,2.7,6,2022,0 days 00:01:00
0 days 01:39:13.228000,37.0,6.0,995.7,False,49.4,139,2.5,6,2022,0 days 00:01:00.001000
0 days 01:40:13.226000,37.0,6.0,995.7,False,49.4,161,2.2,6,2022,0 days 00:00:59.998000
0 days 01:41:13.238000,37.0,7.0,995.7,False,49.4,192,1.0,6,2022,0 days 00:01:00.012000
0 days 01:42:13.251000,37.0,7.0,995.9,False,49.4,173,2.2,6,2022,0 days 00:01:00.013000
0 days 01:43:13.226000,37.0,6.0,995.9,False,49.4,180,3.4,6,2022,0 days 00:00:59.975000
0 days 01:44:13.227000,37.0,7.0,995.7,False,49.4,151,3.5,6,2022,0 days 00:01:00.001000
0 days 01:45:13.243000,37.2,7.0,995.7,False,49.3,174,3.7,6,2022,0 days 00:01:00.016000
0 days 01:46:13.259000,37.2,6.0,995.7,False,49.3,180,4.3,6,2022,0 days 00:01:00.016000
0 days 01:47:13.242000,37.2,6.0,995.7,False,49.3,180,4.3,6,2022,0 days 00:00:59.983000
0 days 01:48:13.257000,37.2,6.0,995.7,False,49.3,201,3.5,6,2022,0 days 00:01:00.015000
0 days 01:49:13.258000,37.1,6.0,995.9,False,49.5,190,2.2,6,2022,0 days 00:01:00.001000
0 days 01:50:13.258000,37.1,6.0,995.9,False,49.5,195,4.6,6,2022,0 days 00:01:00
0 days 01:51:13.263000,37.0,6.0,995.9,False,49.5,191,3.7,6,2022,0 days 00:01:00.005000
0 days 01:52:13.258000,36.7,6.0,995.9,False,49.3,192,4.5,6,2022,0 days 00:00:59.995000
0 days 01:53:13.262000,36.7,7.0,995.7,False,49.2,180,2.9,6,2022,0 days 00:01:00.004000
0 days 01:54:13.258000,36.7,7.0,995.7,False,49.1,165,3.2,6,2022,0 days 00:00:59.996000
0 days 01:55:13.279000,36.6,7.0,995.7,False,49.1,169,3.0,6,2022,0 days 00:01:00.021000
0 days 01:56:13.262000,36.6,7.0,995.7,False,49.0,151,3.0,6,2022,0 days 00:00:59.983000
0 days 01:57:13.261000,36.6,7.0,995.7,False,49.0,173,2.7,6,2022,0 days 00:00:59.999000
0 days 01:58:13.263000,36.8,7.0,995.7,False,49.3,174,3.5,6,2022,0 days 00:01:00.002000
0 days 01:59:13.258000,36.9,7.0,995.5,False,49.1,193,3.7,6,2022,0 days 00:00:59.995000
0 days 02:00:13.259000,36.7,7.0,995.7,False,49.1,155,3.7,6,2022,0 days 00:01:00.001000
0 days 02:01:13.260000,36.8,8.0,995.5,False,49.1,154,2.0,6,2022,0 days 00:01:00.001000
0 days 02:02:13.259000,36.8,8.0,995.7,False,49.0,155,3.2,6,2022,0 days 00:00:59.999000
0 days 02:03:13.289000,36.6,8.0,995.7,False,49.0,175,3.5,6,2022,0 days 00:01:00.030000
0 days 02:04:13.275000,36.6,7.0,995.7,False,49.0,172,3.7,6,2022,0 days 00:00:59.986000
0 days 02:05:13.281000,36.6,7.0,995.5,False,49.0,185,3.0,6,2022,0 days 00:01:00.006000
0 days 02:06:13.284000,36.6,8.0,995.5,False,48.7,192,2.5,6,2022,0 days 00:01:00.003000
0 days 02:07:13.298000,36.6,8.0,995.5,False,48.9,175,3.2,6,2022,0 days 00:01:00.014000
0 days 02:08:13.333000,36.6,8.0,995.5,False,49.1,185,2.4,6,2022,0 days 00:01:00.035000
0 days 02:09:13.309000,36.7,8.0,995.5,False,49.1,168,3.0,6,2022,0 days 00:00:59.976000
0 days 02:10:13.307000,36.8,8.0,995.5,False,49.1,170,3.0,6,2022,0 days 00:00:59.998000
0 days 02:11:13.321000,36.8,7.0,995.5,False,49.0,191,2.9,6,2022,0 days 00:01:00.014000
0 days 02:12:13.320000,36.8,7.0,995.5,False,49.0,147,2.7,6,2022,0 days 00:00:59.999000
0 days 02:13:13.340000,36.6,7.0,995.5,False,49.0,185,2.0,6,2022,0 days 00:01:00.020000
0 days 02:14:13.398000,36.6,8.0,995.5,False,49.0,200,1.7,6,2022,0 days 00:01:00.058000
0 days 02:15:13.366000,36.5,8.0,995.5,False,49.0,155,1.3,6,2022,0 days 00:00:59.968000
0 days 02:16:13.354000,36.8,8.0,995.5,False,48.8,152,2.2,6,2022,0 days 00:00:59.988000
0 days 02:17:13.353000,36.9,7.0,995.4,False,48.8,164,3.2,6,2022,0 days 00:00:59.999000
0 days 02:18:13.355000,36.9,7.0,995.5,False,48.8,164,3.4,6,2022,0 days 00:01:00.002000
0 days 02:19:13.350000,36.9,7.0,995.4,False,48.9,166,2.7,6,2022,0 days 00:00:59.995000
0 days 02:20:13.368000,36.9,7.0,995.5,False,48.9,172,3.7,6,2022,0 days 00:01:00.018000
0 days 02:21:13.378000,36.7,7.0,995.4,False,48.8,168,2.7,6,2022,0 days 00:01:00.010000
0 days 02:22:13.388000,36.6,8.0,995.4,False,48.5,137,2.0,6,2022,0 days 00:01:00.010000
0 days 02:23:13.396000,36.6,8.0,995.4,False,48.4,194,2.2,6,2022,0 days 00:01:00.008000
0 days 02:24:13.390000,36.5,9.0,995.4,False,48.3,109,2.5,6,2022,0 days 00:00:59.994000
0 days 02:25:13.386000,36.5,9.0,995.4,False,48.3,176,2.2,6,2022,0 days 00:00:59.996000
0 days 02:26:13.386000,36.4,8.0,995.2,False,48.4,192,2.0,6,2022,0 days 00:01:00
0 days 02:27:13.386000,36.3,8.0,995.5,False,48.4,191,3.5,6,2022,0 days 00:01:00
0 days 02:28:13.386000,36.3,7.0,995.4,False,48.4,194,5.5,6,2022,0 days 00:01:00
0 days 02:29:13.386000,36.3,8.0,995.2,False,48.3,187,4.5,6,2022,0 days 00:01:00
0 days 02:30:13.401000,36.3,9.0,995.4,False,48.3,161,2.7,6,2022,0 days 00:01:00.015000
0 days 02:31:13.427000,36.4,9.0,995.2,False,48.2,162,2.7,6,2022,0 days 00:01:00.026000
0 days 02:32:13.418000,36.4,11.0,995.2,False,48.1,119,2.4,6,2022,0 days 00:00:59.991000
0 days 02:33:13.416000,36.5,9.0,995.2,False,47.9,173,3.2,6,2022,0 days 00:00:59.998000
0 days 02:34:13.418000,36.5,9.0,995.4,False,48.0,145,4.5,6,2022,0 days 00:01:00.002000
0 days 02:35:13.415000,36.5,8.0,995.2,False,48.0,179,4.3,6,2022,0 days 00:00:59.997000
0 days 02:36:13.431000,36.4,8.0,995.4,False,48.0,156,3.2,6,2022,0 days 00:01:00.016000
0 days 02:37:13.433000,36.5,8.0,995.2,False,47.9,168,2.7,6,2022,0 days 00:01:00.002000
0 days 02:38:13.432000,36.4,7.0,995.2,False,48.1,162,4.3,6,2022,0 days 00:00:59.999000
0 days 02:39:13.439000,36.4,7.0,995.2,False,48.1,169,4.1,6,2022,0 days 00:01:00.007000
0 days 02:40:13.438000,36.4,8.0,995.2,False,47.8,189,3.5,6,2022,0 days 00:00:59.999000
0 days 02:41:13.440000,36.6,8.0,995.2,False,47.8,69,2.2,6,2022,0 days 00:01:00.002000
0 days 02:42:13.432000,36.7,9.0,995.2,False,47.9,118,1.6,6,2022,0 days 00:00:59.992000
0 days 02:43:13.464000,36.7,11.0,995.2,False,47.6,150,1.5,6,2022,0 days 00:01:00.032000
0 days 00:00:03.938000,24.2,68.0,1002.9,False,42.1,70,0.8,7,2022,-1 days +21:16:50.474000
0 days 00:01:03.941000,24.2,68.0,1002.7,False,41.5,346,0.8,7,2022,0 days 00:01:00.003000
0 days 00:02:03.935000,24.2,68.0,1002.9,False,41.5,335,2.4,7,2022,0 days 00:00:59.994000
0 days 00:03:03.939000,24.1,68.0,1002.9,False,41.3,320,0.6,7,2022,0 days 00:01:00.004000
0 days 00:04:03.938000,24.2,69.0,1002.9,False,41.2,51,0.6,7,2022,0 days 00:00:59.999000
0 days 00:05:03.930000,24.1,68.0,1002.7,False,41.4,192,1.0,7,2022,0 days 00:00:59.992000
0 days 00:06:03.939000,24.1,68.0,1002.7,False,41.6,335,0.8,7,2022,0 days 00:01:00.009000
0 days 00:07:03.938000,24.1,68.0,1002.7,False,41.4,0,0.8,7,2022,0 days 00:00:59.999000
0 days 00:08:03.938000,24.2,68.0,1002.7,False,41.4,333,1.3,7,2022,0 days 00:01:00
0 days 00:09:03.946000,24.3,68.0,1002.7,False,41.2,65,0.8,7,2022,0 days 00:01:00.008000
0 days 00:10:03.953000,24.3,67.0,1002.7,False,41.2,344,0.8,7,2022,0 days 00:01:00.007000
0 days 00:11:03.944000,24.2,66.0,1002.7,False,40.8,330,2.2,7,2022,0 days 00:00:59.991000
0 days 00:12:03.940000,24.1,67.0,1002.7,False,40.1,0,1.2,7,2022,0 days 00:00:59.996000
0 days 00:13:03.939000,24.0,68.0,1002.7,False,40.0,345,0.8,7,2022,0 days 00:00:59.999000
0 days 00:14:03.943000,24.0,69.0,1002.7,False,40.0,41,1.1,7,2022,0 days 00:01:00.004000
0 days 00:15:03.941000,23.9,68.0,1002.7,False,39.8,337,1.3,7,2022,0 days 00:00:59.998000
0 days 00:16:03.944000,23.8,69.0,1002.7,False,39.7,349,2.2,7,2022,0 days 00:01:00.003000
0 days 00:17:03.940000,23.7,69.0,1002.7,False,39.1,358,1.8,7,2022,0 days 00:00:59.996000
0 days 00:18:03.939000,23.6,70.0,1002.9,False,39.2,335,1.2,7,2022,0 days 00:00:59.999000
0 days 00:19:03.938000,23.5,70.0,1002.9,False,39.2,355,1.2,7,2022,0 days 00:00:59.999000
0 days 00:20:03.939000,23.5,70.0,1002.7,False,39.3,339,1.3,7,2022,0 days 00:01:00.001000
0 days 00:21:03.941000,23.5,70.0,1002.7,False,39.0,353,1.6,7,2022,0 days 00:01:00.002000
0 days 00:22:03.939000,23.6,70.0,1002.9,False,39.0,345,1.0,7,2022,0 days 00:00:59.998000
0 days 00:23:03.941000,23.6,70.0,1002.7,False,39.6,336,1.7,7,2022,0 days 00:01:00.002000
0 days 00:24:03.975000,23.5,70.0,1002.9,False,38.9,346,1.5,7,2022,0 days 00:01:00.034000
0 days 00:25:03.939000,23.5,70.0,1002.7,False,38.9,325,2.0,7,2022,0 days 00:00:59.964000
0 days 00:26:03.944000,23.5,70.0,1002.7,False,39.1,353,1.2,7,2022,0 days 00:01:00.005000
0 days 00:27:03.940000,23.5,70.0,1002.7,False,39.1,322,1.7,7,2022,0 days 00:00:59.996000
0 days 00:28:03.944000,23.4,70.0,1002.7,False,39.1,354,0.8,7,2022,0 days 00:01:00.004000
0 days 00:29:03.940000,23.5,71.0,1002.7,False,39.1,6,1.2,7,2022,0 days 00:00:59.996000
0 days 00:30:03.939000,23.5,70.0,1002.7,False,39.6,0,0.8,7,2022,0 days 00:00:59.999000
0 days 00:31:03.939000,23.5,69.0,1002.7,False,39.8,351,1.1,7,2022,0 days 00:01:00
0 days 00:32:03.936000,23.3,69.0,1002.9,False,39.6,1,1.0,7,2022,0 days 00:00:59.997000
0 days 00:33:03.958000,23.2,70.0,1002.9,False,38.0,347,1.2,7,2022,0 days 00:01:00.022000
0 days 00:34:03.940000,23.2,70.0,1002.9,False,37.9,348,1.2,7,2022,0 days 00:00:59.982000
0 days 00:35:03.940000,23.2,71.0,1002.9,False,37.7,346,1.7,7,2022,0 days 00:01:00
0 days 00:36:03.940000,23.0,71.0,1002.9,False,37.7,346,1.7,7,2022,0 days 00:01:00
0 days 00:37:03.940000,23.0,71.0,1003.0,False,37.6,4,1.0,7,2022,0 days 00:01:00
0 days 00:38:03.941000,23.0,72.0,1002.9,False,37.4,339,1.0,7,2022,0 days 00:01:00.001000
0 days 00:39:03.940000,22.9,71.0,1003.0,False,37.7,357,1.8,7,2022,0 days 00:00:59.999000
0 days 00:40:03.940000,23.0,71.0,1003.0,False,37.4,57,1.2,7,2022,0 days 00:01:00
0 days 00:41:03.941000,23.0,71.0,1003.0,False,37.4,334,0.6,7,2022,0 days 00:01:00.001000
0 days 00:42:03.939000,23.0,72.0,1003.0,False,37.5,340,1.7,7,2022,0 days 00:00:59.998000
0 days 00:43:03.943000,23.1,72.0,1002.9,False,37.5,340,1.6,7,2022,0 days 00:01:00.004000
0 days 00:44:03.939000,23.1,71.0,1002.9,False,37.5,37,1.7,7,2022,0 days 00:00:59.996000
0 days 00:45:03.943000,23.0,70.0,1002.9,False,37.3,341,1.3,7,2022,0 days 00:01:00.004000
0 days 00:46:03.941000,22.9,70.0,1002.9,False,36.6,341,1.2,7,2022,0 days 00:00:59.998000
0 days 00:47:03.962000,22.9,70.0,1002.9,False,36.5,332,1.7,7,2022,0 days 00:01:00.021000
0 days 00:48:03.940000,22.9,72.0,1002.9,True,36.4,341,1.2,7,2022,0 days 00:00:59.978000
0 days 00:49:03.940000,22.8,72.0,1002.7,True,36.0,335,1.5,7,2022,0 days 00:01:00
0 days 00:50:03.940000,22.8,72.0,1002.7,True,36.0,341,1.6,7,2022,0 days 00:01:00
0 days 00:51:03.950000,22.9,73.0,1002.7,True,35.0,3,1.1,7,2022,0 days 00:01:00.010000
0 days 00:52:03.942000,22.9,74.0,1002.7,True,34.2,338,0.8,7,2022,0 days 00:00:59.992000
0 days 00:53:03.941000,23.0,74.0,1002.7,True,33.9,18,0.8,7,2022,0 days 00:00:59.999000
0 days 00:54:03.964000,23.1,74.0,1002.7,True,33.4,329,0.8,7,2022,0 days 00:01:00.023000
0 days 00:55:03.974000,22.9,75.0,1002.9,True,32.5,342,1.2,7,2022,0 days 00:01:00.010000
0 days 00:56:03.941000,22.9,76.0,1002.7,True,32.5,341,1.7,7,2022,0 days 00:00:59.967000
0 days 00:57:03.942000,22.9,77.0,1002.7,True,32.4,330,2.0,7,2022,0 days 00:01:00.001000
0 days 00:58:03.942000,22.6,76.0,1002.7,True,32.3,337,1.5,7,2022,0 days 00:01:00
0 days 00:59:03.942000,22.5,77.0,1002.7,True,32.0,338,1.2,7,2022,0 days 00:01:00
